soru,cevap
Sınıf Geçme-Alan Sistemi hangi eğitim öğretim yılından itibaren uygulanmaya başlanmıştır?,Sınıf Geçme-Alan Sistemi 1995-1996 eğitim öğretim yılından itibaren uygulanmaya başlanmıştır.
1997 yılında geliştirilen öğretim programlarının amacı nedir?,"Amaç, bilim toplumunu oluşturacak bireylerin karşılaştıkları problemlere bilimsel yaklaşımla çözüm bulma alışkanlığını kazandırmaktır."
Öğretim programlarının hazırlanma sürecinde hangi kaynaklardan faydalanılmıştır?,"İhtiyaç analizi raporları, bilim ve teknolojideki gelişmeler, uzman görüşleri, alandaki literatür taramaları, Türkiye ve dünyadaki mevcut program ve kitaplardan faydalanılmıştır."
2005-2006 eğitim ve öğretim yılından itibaren ne tür değişiklikler yapılmıştır?,"Bütün ortaöğretim kurumlarında haftalık ders çizelgelerinde yer alan ortak kültür, alan ve seçmeli derslerin öğretim programları yeni yaklaşımlarla yeniden hazırlanarak uygulamaya konmuştur."
Öğretim programları geliştirilirken hangi kaynaklar gözden geçirilmiştir?,"Anayasa, eğitim ve öğretimle ilgili kanunlar, kalkınma planları, şûra kararları, akademik tezler, araştırmalar vb. kaynaklar gözden geçirilmiştir."
Yeni programlar hangi standartlara uygun olarak hazırlanmıştır?,AB standartlarına uygun olarak hazırlanmıştır.
Yeni öğretim programlarında hangi yaklaşımlar benimsenmiştir?,"Öğrencilere öğrenmeyi öğreten, çağdaş yaklaşımlarla dersin derste öğrenilmesini sağlayan, sonucu değil süreci değerlendirme yaklaşımlarını temel alan bir anlayış benimsenmiştir."
Eski programlarda hangi sorunlar yaşanmaktaydı?,"Programlar arasında yöntem ve tekniklerin uygulanmasında birlik, beraberlik ve bütünlüğün sağlanmasında farklılıklar oluşmaktaydı."
Ortaöğretim programlarında kaç çeşit ders 96 derse indirilmiştir?,190 çeşit ders 96 derse indirilmiştir.
Ortaöğretim programları hangi yıllar arasında yeniden hazırlanmıştır?,2005-2013 yılları arasında yeniden hazırlanmıştır.
2012 yılında ortaöğretimin zorunlu eğitim kapsamına alınmasıyla hangi ihtiyaçlar doğmuştur?,"Asgari bilgi, beceri, tutum ve değerlerin yeniden belirlenmesi, esneklik ve çeşitliliğe sahip öğretim programları oluşturulması, temel bilgi ve beceri düzeyinin yükseltilmesi, istihdam edilebilirlik için temel beceriler kazandırılması ve öğretim programlarında sadeleştirme yapılması gibi ihtiyaçlar doğmuştur."
Öğretim programlarının sadeleştirilmesi neden önemlidir?,Bir bütünlük içinde algılama ve anlamayı kolaylaştırmak için önemlidir.
Öğretmenlere ve ders kitabı yazarlarına hangi esneklik sağlanmalıdır?,Sanatlarını daha ustaca icra edebilecekleri ve özgün çalışmalar üretebilecekleri esneklik sağlanmalıdır.
Öğretim programlarının güncellenmesinde hangi faktörler göz önünde bulundurulmuştur?,"Öğrencilerin potansiyel, yetenek, ilgi ve ihtiyaçlarında farklılıklar gözetilerek esneklik ve seviye farklılıkları dikkate alınmıştır."
Güncellenen öğretim programlarının hedefleri nelerdir?,"Ortalama eğitim düzeyini yükseltmek, çağdaş becerilerle donanmış bir kuşak yetiştirmek, 21. yüzyıl becerilerini geliştirmek ve öğrencilerin ilgi ve yeteneklerini keşfetmelerini sağlamak."
Hangi kurumlar arasında iş birliği protokolü yapılmıştır?,Bakanlık ile Türkiye Bilimsel ve Teknolojik Araştırma Kurumu (TÜBİTAK) arasında iş birliği protokolü yapılmıştır.
Güncellenen öğretim programları hangi sınıfları kapsamaktadır?,"Ortaöğretim 9, 10, 11 ve 12. sınıfları kapsamaktadır."
İngilizce dersi öğretim programı taslağı nasıl değerlendirilmektedir?,Talim ve Terbiye Kurulu Başkanlığının internet sitesinde paydaşların görüş ve önerilerine sunulmuştur.
Ders geçme ve kredi sistemi hangi yılda hayata geçirilmiştir?,1991 yılında hayata geçirilmiştir.
2005 yılında yapılan değişiklikle ortaöğretim süresi kaç yıla çıkarılmıştır?,Ortaöğretim süresi 4 yıla çıkarılmıştır.
2004-2005 eğitim-öğretim yılından itibaren hangi dersler arasında ikinci yabancı dil dersi eklenmiştir?,"Anadolu Lisesi, Anadolu güzel sanatlar lisesi ve fen lisesi haftalık ders çizelgelerinin ortak dersleri arasına eklenmiştir."
2009 yılında alan sayısı kaçtan kaça indirilmiştir?,Alan sayısı 7'den 4'e indirilmiştir.
2012-2013 eğitim öğretim yılından itibaren 9. sınıflar için hangi ders ikinci grup seçmeli dersler arasına eklenmiştir?,Kur’an-ı Kerim dersi eklenmiştir.
Hz. Muhammed’in Hayatı ve Temel Dini Bilgiler dersleri hangi tarihte seçmeli dersler arasına alınmıştır?,28.03.2013 tarihli ve 18 sayılı kararla seçmeli dersler arasına alınmıştır.
Millî Güvenlik Bilgisi dersi hangi yıl haftalık ders çizelgelerinden kaldırıldı?,2012-2013 eğitim ve öğretim yılından itibaren kaldırıldı.
Matematik ve Geometri dersleri hangi yıl birleştirilerek haftalık ders saati düzenlenmiştir?,2013-2014 eğitim ve öğretim yılından itibaren birleştirilmiştir.
Osmanlı Türkçesi dersi hangi eğitim-öğretim yılından itibaren diğer ortaöğretim kurumlarında seçmeli ders olarak okutulmaktadır?,2013-2014 eğitim-öğretim yılından itibaren seçmeli ders olarak okutulmaktadır.
Anadolu öğretmen liselerinde öğretmen meslek bilgisi dersleri hangi tarihte seçmeli dersler kapsamına alınmıştır?,12.06.2014 tarihli ve 55 sayılı Kurul Kararı ile seçmeli dersler kapsamına alınmıştır.
1998 yılında genel liselerde haftalık toplam ders saati kaçtı?,33 saat
2010 yılında fen liselerinde haftalık toplam ders saati kaçtı?,37 saat
Hazırlık sınıfı bulunan Anadolu liselerinde 2013 yılında 9. sınıf için haftalık toplam ders saati kaçtı?,40 saat
Sosyal Bilimler Liselerinde 2005 yılında haftalık toplam ders saati bilgisi var mı?,"Hayır, bilgi yok."
Güzel Sanatlar Lisesi-Görsel bölümünde 2013 yılında 12. sınıf için haftalık toplam ders saati kaçtı?,40 saat
Öğretim materyalleri hangi unsurlardan oluşmaktadır?,"Öğretim materyalleri; ders kitapları, eğitim araçları ve öğretmen kılavuz kitaplarından oluşmaktadır."
Eğitim aracı neyi kapsamaktadır?,"Eğitim aracı, ders kitabı, öğrenci çalışma kitabı, öğretmen kılavuz kitabı ile öğretmen ve öğrencilere kaynak ve yardımcı olacak basılı ve elektronik ortamdaki eğitim materyalini, millî eğitimin genel amaçlarının gerçekleşmesine yararlı olacak diğer eserleri kapsamaktadır."
Öğretmen kılavuz kitabı neyi içerir?,"Öğretmen kılavuz kitabı, ders kitabının daha etkili kullanımını sağlayacak çeşitli örnek, alıştırma, işlenen ünite, konu, tema, öğrenme alanlarıyla ilgili internet adresleri, okuma kaynakları ve diğer etkinlikleri kapsayan basılı eseri içerir."
Millî Eğitim Bakanlığı Ders Kitapları ve Eğitim Araçları Yönetmeliği ne zaman ilk defa uygulamaya konmuştur?,Millî Eğitim Bakanlığı Ders Kitapları ve Eğitim Araçları Yönetmeliği ilk defa 1995 yılında uygulamaya konmuştur.
2005-2006 eğitim ve öğretim yılından itibaren ne tür değişiklikler yapılmıştır?,"2005-2006 eğitim ve öğretim yılından itibaren bütün ortaöğretim kurumlarında haftalık ders çizelgelerinde yer alan ortak kültür, alan ve seçmeli derslerin öğretim programları yeni yaklaşımlarla yeniden hazırlanarak uygulamaya konmuştur."
Ortaöğretim kurumlarında öğretim programlarının hazırlanması için kaç ilde komisyon kurulmuştur?,11 ilde komisyon kurulmuştur.
2012 yılında kitap yazım komisyonlarının görevlendirmelerine neden son verilmiştir?,Kitap yazım komisyonlarının görevlendirmelerine son verilmesi sonucunda TÜBİTAK ile protokol imzalanarak ana derslerin öğretim programları güncellenmiştir.
2012 yılında hangi derslerin 9. sınıf kitapları hazırlanarak uygulamaya konulmuştur?,"Ortaöğretim Matematik, Fizik, Kimya ve Biyoloji 9. sınıf ders kitapları hazırlanarak uygulamaya konulmuştur."
Hangi 10. sınıf ders kitabı Talim ve Terbiye Kurulu tarafından uygun bulunmuştur?,Kimya 10. sınıf kitabı uygun bulunmuştur.
2002 yılında kaç ders kitabı yazdırılmıştır?,2002 yılında 47 ders kitabı yazdırılmıştır.
Ders kitaplarının elektronik ortamda incelenmesi hangi tarihte planlanmaktadır?,Ocak 2015 döneminde.
Güzel sanatlar ve spor liselerine yönelik ders kitapları için hangi tarihte ve sayılı Makam Onayı alınmıştır?,06.01.2014 tarihli ve 64520 sayılı Makam Onayı alınmıştır.
Yeniden kitap yazım komisyonları hangi illerde oluşturulmuştur?,"Ankara, Bursa, İstanbul, İzmir, Konya, Samsun ve Trabzon."
2014 yılı içerisinde Talim ve Terbiye Kuruluna incelenmek üzere gönderilen taslak ders kitaplarından kaçı eğitim aracı olarak kabul edilmiştir?,14 tanesi.
TÜBİTAK ile yapılan protokol çerçevesinde hangi tür liselerin bölüm derslerine yönelik ders kitaplarının yazdırılma ihtiyacı ortaya çıkmıştır?,Güzel sanatlar ve spor liselerinin bölüm derslerine yönelik.
Parasız Yatılılık ve Bursluluk Sınavı ile hangi imkânlar sağlanmaktadır?,Parasız yatılılık veya bursluluk imkânı sağlanmaktadır.
Parasız Yatılılık ve Bursluluk Sınavına başvurabilmek için hangi vatandaşlıklara sahip olmak gerekmektedir?,Türkiye Cumhuriyeti veya Kuzey Kıbrıs Türk Cumhuriyeti vatandaşı olmak gerekmektedir.
Parasız Yatılılık ve Bursluluk Sınavı için belirlenen kontenjanın yüzde kaçı Sosyal Hizmetler Kanunu kapsamındaki öğrencilere ayrılmaktadır?,Yüzde 10'u Sosyal Hizmetler Kanunu kapsamındaki öğrencilere ayrılmaktadır.
Parasız Yatılılık ve Bursluluk Sınavına başvurabilmek için aile gelirine dair hangi şart bulunmaktadır?,"Ailenin bir önceki mali yıla ait yıllık gelir toplamından fert başına düşen net miktarın, Millî Eğitim Bakanlığı okul pansiyon ücretinden en azının üç katını geçmemesi gerekmektedir."
Parasız Yatılılık ve Bursluluk Sınavına başvurabilmek için öğrencilerin hangi disiplin cezasını almamış olmaları gerekmektedir?,Okuldan tasdikname ile uzaklaştırma veya daha ağır bir ceza almamış olmaları gerekmektedir.
Pansiyonlarda barınan parasız yatılı öğrencilere hangi tür sosyal yardımlar yapılmaktadır?,"Giyim, kitap, kırtasiye, harçlık gibi sosyal yardımlar yapılmaktadır."
2013 yılında pansiyonlarda yapılan kırtasiye yardımı ne kadardır?,"2013 yılında pansiyonlarda yapılan kırtasiye yardımı 35,00 TL'dir."
Pansiyonlarda görevlendirilen belletici öğretmenlerin görevi nedir?,"Belletici öğretmenler, pansiyondaki nöbetleri sırasında öğrencilere her konuda destek olmakta ve onların her türlü sorunlarının çözülmesinde yardımcı olmaktadır."
Pansiyonlarda en fazla kaç belletici görev yapabilmektedir?,Mevcut mevzuat hükümlerine göre pansiyonlarda en fazla üç belletici görev yapabilmektedir.
Pansiyonların değişim ve gelişim evreleri hangi genel müdürlükler düzeyinde ele alınmaktadır?,"Ortaöğretim Genel Müdürlüğü, Mesleki ve Teknik Eğitim Genel Müdürlüğü ile Din Öğretimi Genel Müdürlüğü düzeyinde ele alınmaktadır."
2002-03 yılında Ortaöğretim Genel Müdürlüğü'nde pansiyonda kalan öğrenci sayısı kaçtır?,55.263
Mesleki ve Teknik Eğitim Genel Müdürlüğü'nde 2013-14 yılında pansiyonda kalan öğrenci sayısı nedir?,70.681
Din Öğretimi Genel Müdürlüğü'nde 2006-07 yılında pansiyonda kalan öğrenci sayısı kaçtır?,34.876
2008-09 yılında Ortaöğretim Genel Müdürlüğü'nde pansiyonda kalan öğrenci sayısı nedir?,90.104
2004-05 yılında Mesleki ve Teknik Eğitim Genel Müdürlüğü'nde pansiyonda kalan öğrenci sayısı kaçtır?,34.459
2013-14 eğitim öğretim yılında pansiyonda kalan öğrenci oranı en yüksek olan il hangisidir?,"Tunceli, %51,5 oranı ile pansiyonda kalan öğrenci oranının en yüksek olduğu ildir."
2013-14 eğitim öğretim yılında pansiyonda kalan öğrenci oranı en düşük olan il hangisidir?,"İstanbul, %1,4 oranı ile pansiyonda kalan öğrenci oranının en düşük olduğu ildir."
Gümüşhane ilinde 2013-14 eğitim öğretim yılında pansiyonda kalan öğrenci oranı nedir?,"Gümüşhane ilinde pansiyonda kalan öğrenci oranı %35,4'tür."
Ardahan ilinde 2013-14 eğitim öğretim yılında pansiyonda kalan öğrenci oranı nedir?,"Ardahan ilinde pansiyonda kalan öğrenci oranı %37,5'tir."
İzmir ilinde 2013-14 eğitim öğretim yılında pansiyonda kalan öğrenci oranı nedir?,"İzmir ilinde pansiyonda kalan öğrenci oranı %2,5'tir."
Ortaöğretim Genel Müdürlüğünde pansiyonda kalan öğrencilerin en yüksek oranla bulunduğu okul türü hangisidir?,"Anadolu öğretmen lisesi (% 30,7) en yüksek orana sahiptir."
Pansiyonda kalan öğrencilerin cinsiyet oranı nasıl değerlendirilmektedir?,Cinsiyet oranının genel itibarıyla % 100’ün üzerinde olduğu anlaşılmaktadır.
2013-2014 eğitim-öğretim yılında genel lise öğrencilerinin verileri nasıl hesaplanmıştır?,Genel lise okul türü olarak bulunmamasına rağmen diğer okul türlerinin bünyesinde öğrenimine devam eden öğrencilerin verileri üzerinden hesaplama yapılmıştır.
Pansiyonda kalan öğrencilerin okul türlerine göre dağılımında ikinci sırada hangi okul türü yer almaktadır?,"Anadolu lisesi (% 23,9) ikinci sırada yer almaktadır."
"Genel liseler, pansiyonda kalan öğrencilerin oranında hangi sırada yer almaktadır?","Genel liseler (% 22,3) üçüncü sırada yer almaktadır."
2002/03-2013/14 yılları arasında toplam pansiyon sayısı ne kadar artmıştır?,"% 111,4 oranında artmıştır."
Ortaöğretim Genel Müdürlüğü'nde pansiyon sayısı 2002-03'ten 2013-14'e kadar nasıl değişmiştir?,"2002-03'te 369 olan pansiyon sayısı 2013-14'te 840'a ulaşarak % 127,6 oranında artmıştır."
Mesleki ve Teknik Eğitim Genel Müdürlüğü'nde pansiyon sayısı 2002-03 ve 2013-14 yılları arasında ne kadar artmıştır?,"% 169,6 oranında artmıştır."
Din Öğretimi Genel Müdürlüğü'nde 2002-03 ve 2013-14 yılları arasında pansiyon sayısındaki artış oranı nedir?,"% 43,5 oranında artmıştır."
2013-14 yılında Din Öğretimi Genel Müdürlüğü'ne bağlı pansiyon sayısı kaçtır?,411
2002-2003 eğitim öğretim yılından itibaren pansiyon doluluk oranları nasıl bir seyir izlemiştir?,Pansiyon doluluk oranlarının değişimi düzenli bir seyir izlememiştir.
Ortaöğretim Genel Müdürlüğü ile Mesleki ve Teknik Eğitim Genel Müdürlüğü pansiyon doluluk oranları hangi yıl hariç birbirine yakın gerçekleşmiştir?,2003-04 eğitim –öğretim yılı hariç.
Ortaöğretim Genel Müdürlüğü'nde son on iki yılda pansiyonda kalan öğrenci sayısı ve pansiyon sayısı ne kadar artmıştır?,"Pansiyonda kalan öğrenci sayısı % 108,5, pansiyon sayısı % 127,6 oranında artmıştır."
Ortaöğretim Genel Müdürlüğü doluluk oranları il düzeyinde en yüksek hangi illerde gerçekleşmiştir?,"Ardahan (% 92,3), Bayburt (% 93,5) ve Muş (% 96) illerinde en yüksek gerçekleşmiştir."
Hangi okul türlerinde doluluk oranları görece yüksektir?,"Anadolu lisesi (% 77,6), sosyal bilimler lisesi (% 78,6) ve Anadolu öğretmen liselerinde (% 79,9) doluluk oranları görece yüksektir."
2013-2014 eğitim-öğretim yılında Düzce ilinin pansiyon doluluk oranı nedir?,"Düzce ilinin pansiyon doluluk oranı %96,1'dir."
Eskişehir ilinin pansiyon doluluk oranı kaçtır?,"Eskişehir ilinin pansiyon doluluk oranı %82,5'tir."
Hangi okul türünün pansiyon doluluk oranı en yüksektir?,"Anadolu Öğretmen Lisesi'nin pansiyon doluluk oranı %79,9 ile en yüksektir."
Genel Lise türünün doluluk oranı nedir?,"Genel Lise türünün doluluk oranı %50,0'dır."
Tunceli ilinin pansiyon doluluk oranı kaçtır?,"Tunceli ilinin pansiyon doluluk oranı %69,5'tir."
Pansiyonda kalan öğrencilerin cinsiyet oranı nasıl hesaplanır?,Pansiyonda kalan kız öğrencilerin sayısının pansiyonda kalan erkek öğrencilerin sayısına oranlanmasıyla hesaplanır.
2002-03 eğitim öğretim yılında Ortaöğretim Genel Müdürlüğü'nde cinsiyet oranı yüzde kaçtı?,"2002-03 eğitim öğretim yılında Ortaöğretim Genel Müdürlüğü'nde cinsiyet oranı % 41,6 idi."
2013-14 eğitim öğretim yılında Ortaöğretim Genel Müdürlüğü'nde cinsiyet oranı yüzde kaç oldu?,"2013-14 eğitim öğretim yılında Ortaöğretim Genel Müdürlüğü'nde cinsiyet oranı % 108,4 oldu."
Din Öğretimi Genel Müdürlüğü'nde kız öğrencilere yönelik pansiyonlar ne zaman açılmaya başlandı?,Din Öğretimi Genel Müdürlüğü'nde kız öğrencilere yönelik pansiyonlar 2008'den itibaren açılmaya başlandı.
Din Öğretimi Genel Müdürlüğü'nde pansiyonda kalan öğrencilerin cinsiyet oranı neden düşüktür?,Çünkü kız öğrencilerle yönelik pansiyonlar 2008’den itibaren açılmaya başlamıştır.
Ortaöğretim kurumlarının pansiyonlarında parasız yatılı öğrenci kontenjanı ne kadardır?,Ortaöğretim kurumlarının pansiyonlarında kontenjanın yüzde 80'i parasız yatılı öğrencilere ayrılır.
Paralı yatılı öğrenci kontenjanı ne kadardır?,Ortaöğretim kurumlarının pansiyonlarında kontenjanın yüzde 20'si paralı yatılı öğrencilere ayrılır.
Parasız yatılı öğrenci oranı genel itibarıyla ne kadardır?,Parasız yatılı öğrenci oranı tüm ortaöğretimde genel itibarıyla %90’nın üzerindedir.
Verilen tabloda hangi yıllar arasında veri bulunmaktadır?,Tabloda 2002-03 ve 2013-14 yılları arasında veri bulunmaktadır.
Tablodaki verinin kaynağı nedir?,"Tablodaki verinin kaynağı MEB, Millî Eğitim İstatistikleridir."
Pansiyonların oda sistemine dönüştürülmesi amacı nedir?,Öğrencilerin başarılarının artırılmasını sağlamak amacıyla ev ortamını aratmayacak şekilde düzenlenmesi hedeflenmektedir.
Pansiyonlarda hangi yeni uygulama başlatılmıştır?,Pansiyonlarda 'Açık Büfe Kahvaltı' uygulamasına geçilmiştir.
2002-2011 yılları arasında kaç kapasiteli pansiyon açılmıştır?,89.444 kapasiteli 577 pansiyon açılmıştır.
Pansiyon yatırımları için en fazla hangi bütçelerden kaynak tahsis edilmiştir?,En fazla Bakanlık bütçesinden ve İl Özel idare-Belediye bütçesinden kaynak tahsis edilmiştir.
2002-2011 yılları arasında açılan pansiyonların kaynağına göre dağılımında en yüksek oran hangi kaynağa aittir?,%45 oran ile İl Özel İdare-Belediye kaynaklarına aittir.
2004 yılında kaç pansiyon açılmıştır?,2004 yılında 42 pansiyon açılmıştır.
2008 yılında en fazla yatak kapasitesine sahip olan kaynak hangisidir?,2008 yılında en fazla yatak kapasitesine sahip olan kaynak 'Genel Bütçe'dir ve kapasite 10.197'dir.
2010 yılında kaç tane 'Hayırsever Şahıslar' kaynağı ile pansiyon açılmıştır?,2010 yılında 62 tane 'Hayırsever Şahıslar' kaynağı ile pansiyon açılmıştır.
2005 yılında 'İl Vakıflar Genel' kaynağı ile kaç pansiyon açılmıştır?,2005 yılında 'İl Vakıflar Genel' kaynağı ile 7 pansiyon açılmıştır.
2006 yılında toplam yatak kapasitesi ne kadardır?,2006 yılında toplam yatak kapasitesi 6.942'dir.
2002 yılında Ortaöğretim Genel Müdürlüğü bünyesinde burs alan öğrenci sayısı kaçtır?,2002 yılında Ortaöğretim Genel Müdürlüğü bünyesinde burs alan öğrenci sayısı 47.407'dir.
2013 yılında MTEGM bünyesinde burs alan öğrenci sayısı kaçtır?,2013 yılında MTEGM bünyesinde burs alan öğrenci sayısı 15.516'dır.
Ortaöğretim Genel Müdürlüğü bünyesinde burs alan öğrenci sayısının en fazla olduğu yıl hangisidir?,Ortaöğretim Genel Müdürlüğü bünyesinde burs alan öğrenci sayısının en fazla olduğu yıl 2013'tür.
2006 yılında DÖGM bünyesinde burs alan öğrenci sayısı kaçtır?,2006 yılında DÖGM bünyesinde burs alan öğrenci sayısı 2.038'dir.
Ortaöğretim Genel Müdürlüğü bünyesinde burs alan öğrencilerin oranı 2002 yılında kaçtır?,Ortaöğretim Genel Müdürlüğü bünyesinde burs alan öğrencilerin oranı 2002 yılında % 88'dir.
2013-14 eğitim öğretim yılında Ortaöğretim Genel Müdürlüğü bünyesinde burs alan öğrenci oranı hangi illerde en yüksektir?,"Osmaniye (% 15,5), Konya (% 17,2) ve Kırşehir (% 17,5) burs alan öğrenci oranının en yüksek olduğu illerdir."
2013-14 eğitim öğretim yılında Ortaöğretim Genel Müdürlüğü bünyesinde burs alan öğrenci oranı hangi illerde en düşüktür?,"Hakkâri (% 1,7), Kars (% 2,3) ve Ardahan (% 2,5) illeri ilgili oranın en düşük olduğu illerdir."
Burs alan öğrenci oranı açısından 2013-14 eğitim öğretim yılında il düzeyinde nasıl bir yapı gözlemlenmektedir?,İl düzeyinde oldukça heterojen bir yapı sergilenmektedir.
Doğu ve Güneydoğu bölgelerinde burs alan öğrenci oranı nasıldır?,Okullaşma oranlarının görece düşük olduğu Doğu ve Güneydoğu bölgelerinde burs alan öğrenci oranı düşüktür.
Harita 3 hangi bilgiyi göstermektedir?,Ortaöğretim Genel Müdürlüğünde il düzeyinde burs alan öğrenci oranını göstermektedir (2013-2014).
Ortaöğretim Genel Müdürlüğündeki burslu öğrencilerin cinsiyete göre dağılımı nasıldır?,"Burslu öğrencilerin % 52,2'si kız, % 47,8'i erkek öğrencilerden oluşmaktadır."
Burslu öğrencilerin en fazla olduğu okul türleri hangileridir?,"En fazla burslu öğrencinin bulunduğu okul türleri Anadolu lisesi (% 65,2), Anadolu öğretmen lisesi (% 22,2) ve fen lisesidir (% 9,9)."
Burslu öğrencilerin en az olduğu okul türleri hangileridir?,"Burslu öğrencilerin en az olduğu okul türleri güzel sanatlar lisesi (% 0,1), spor lisesi (% 0,2) ve sosyal bilimler lisesidir (% 1,0)."
Okul türleri düzeyinde burs alan öğrenciler için cinsiyet oranları nasıldır?,"Anadolu Lisesi, Anadolu Öğretmen Lisesi ve Fen Lisesi gibi okul türlerinde erkek ve kız öğrenciler için oranlar eşittir ve tabloya göre % 65,2, % 22,2 ve % 9,9'dur."
Genel lise öğrencileri için veriler nasıl hesaplanmıştır?,"Genel lise, okul türü olarak bulunmamasına rağmen diğer okul türlerinin bünyesinde öğrenimine devam eden genel lise öğrencilerine ait veriler üzerinden hesaplama yapılmıştır."
Ortaöğretim Genel Müdürlüğü'nde burs alan öğrenci cinsiyet oranı 2004'te ne kadardı?,% 74
Ortaöğretim Genel Müdürlüğü'nde burs alan öğrenci cinsiyet oranı 2013'te ne kadara ulaştı?,% 109
Meslekî ve Teknik Eğitim Genel Müdürlüğü'nde burs alan öğrencilerin cinsiyet oranı hangi yıldan itibaren yükselme eğilimindedir?,2007 yılı haricinde
Din Öğretimi Genel Müdürlüğü'nde burs alan öğrenci cinsiyet oranı nasıl bir seyir izlemektedir?,Daha dalgalı bir seyir mevcuttur.
Ortaöğretim Genel Müdürlüğü'nde burs alan öğrenci cinsiyet oranı 2007’den itibaren hangi seviyenin üzerindedir?,% 90’ın üzerinde
2002 yılında Temmuz-Aralık ayları için burs ücreti ne kadardır?,"13,06"
2005 yılının ilk yarısında burs göstergesi kaçtır?,1.000
2010 yılı Temmuz-Aralık aylarında maaş katsayısı nedir?,"0,059445"
2012 yılının Nisan-Haziran aylarında aylık burs ücreti ne kadardır?,"120,46"
2014 yılının Ocak-Haziran döneminde burs göstergesi kaçtır?,1.900
Parasız yatılılık veya bursluluk hangi durumlarda sona erdirilir?,"İlköğretim okullarında bir defadan fazla sınıf tekrarına kalan, ortaöğretimde öğrenim hakkını kullanmış olan, ortaöğretim kurumlarından mezun olan veya son sınıfta beklemeli duruma düşen, taksirli suçlar ve kabahat nevinden olanlar dışında işlediği suçtan dolayı hükümlü bulunan, örgün eğitim dışına çıkarılma cezası almış olan, özürsüz olarak öğrenimini terk edip okuldan ayrılan, parasız yatılı veya bursluluk hakkından isteğiyle vazgeçen, özel bir okula kayıt veya nakil yaptıran, bakanlıkça belirtilen süre içerisinde parasız yatılılık veya bursluluk kaydını yaptırmayan öğrencilerin parasız yatılılığı veya bursluluğu sona erdirilir."
Parasız yatılılığı sona eren öğrencilerin durumu ne zaman bildirilir?,"Parasız yatılılığı sona eren öğrencilerin durumları, bir hafta içerisinde il veya ilçe yatılılık ve bursluluk komisyonuna bildirilir."
Bursluluğu sona eren öğrencilerin durumu nasıl kaydedilir?,Bursluluğu sona eren öğrencilerin durumları üç gün içerisinde elektronik ortamda okul müdürlüklerince kaydedilir.
Örgün eğitim dışına çıkarılma cezası alan öğrencilerin bursluluğu ne olur?,Örgün eğitim dışına çıkarılma cezası alan öğrencilerin bursluluğu sona erdirilir.
Özel bir okula kayıt yaptıran öğrencilerin bursluluğu nasıl etkilenir?,Özel bir okula kayıt yaptıran öğrencilerin bursluluğu sona erdirilir.
Ortaöğretim net okullaşma oranı nasıl hesaplanmaktadır?,"Ortaöğretim çağ nüfusunda olup ortaöğretime devam eden öğrencilerin, 14-17 yaş toplam nüfusuna oranlanması ile net okullaşma oranı elde edilmektedir."
Brüt okullaşma oranı neden %100'ün üzerine çıkabilir?,"Brüt okullaşma oranı, 14-17 yaş çağ nüfusu dışındaki öğrencileri de kapsadığı için %100'ün üzerine çıkabilmektedir."
2013-2014 eğitim öğretim yılı itibarıyla toplam net okullaşma oranı nedir?,"2013-2014 eğitim öğretim yılı itibarıyla toplam net okullaşma oranı %76,65'tir."
2013-2014 eğitim öğretim yılı için erkek öğrencilerde brüt okullaşma oranı nedir?,"2013-2014 eğitim öğretim yılı için erkek öğrencilerde brüt okullaşma oranı %106,05'tir."
Kız ve erkek öğrenciler arasındaki okullaşma oranı farkı zaman içinde nasıl bir eğilim göstermektedir?,Kız öğrencilere ait okullaşma oranları erkek öğrencilere ait okullaşma oranlarından düşük gerçekleşmiş olup aradaki fark zaman içinde kapanmaktadır.
2002-2003 döneminde ortaöğretimde net okullaşma oranı toplam yüzde kaçtı?,"50,57"
2013-2014 döneminde ortaöğretimde brüt okullaşma oranı kadınlar için yüzde kaçtı?,"100,32"
2009-2010 döneminde erkeklerin net okullaşma oranı yüzde kaçtı?,"67,55"
2011-2012 döneminde toplam brüt okullaşma oranı yüzde kaçtı?,"92,56"
2007-2008 döneminde kadınların net okullaşma oranı yüzde kaçtı?,"55,81"
2013-2014 eğitim öğretim yılı itibarıyla net okullaşma oranının en yüksek olduğu il hangisidir?,Rize (% 100)
Net okullaşma oranının en düşük olduğu iller arasında hangileri bulunmaktadır?,"Muş (% 42,42), Ağrı (% 42,72) ve Van (% 46,45)"
Türkiye geneli net okullaşma oranı 2013-2014 eğitim öğretim yılı itibarıyla yüzde kaçtır?,"% 76,65"
Net okullaşma oranı Türkiye genelinin altında olan iller hangi bölgelerde yoğunlaşmaktadır?,"Kuzeydoğu Anadolu, Ortadoğu Anadolu ve Güneydoğu Anadolu bölgeleri"
Net okullaşma oranı yüzde 70'in altında olan il sayısı kaçtır?,18
2013-2014 eğitim öğretim yılında brüt okullaşma oranının en yüksek olduğu il hangisidir?,"Rize (% 137,13)."
2013-2014 eğitim öğretim yılında brüt okullaşma oranının en düşük olduğu il hangisidir?,"Ağrı (% 60,35)."
Tunceli'nin 2013-2014 eğitim öğretim yılı itibarıyla brüt okullaşma oranı nedir?,"% 121,23."
Türkiye geneli brüt okullaşma oranı 2013-2014 eğitim öğretim yılı itibarıyla kaçtır?,"% 103,26."
2013-2014 eğitim öğretim yılında brüt okullaşma oranı Türkiye geneli ortalamasının altında olan kaç il bulunmaktadır?,37 il.
