soru,cevap
Kamuoyu oluşturma yoluyla hangi çalışmalar hedeflere ulaşmada önemlidir?,Bilinçlendirme çalışmaları.
Çevre ve Sürdürülebilir Kalkınma Paneli sonucunda kaç Teknolojik Faaliyet Konusu belirlenmiştir?,9 Teknolojik Faaliyet Konusu belirlenmiştir.
Temiz üretim teknolojilerinin geliştirilmesi ve yaygınlaştırılması hangi kapsamda ele alınmıştır?,"Temiz üretim teknolojileri, çevre korumasına yönelik yatırımlar kapsamında ele alınmıştır."
Türkiye’de çevre bilgi sisteminin kurulmasının gerekliliği panel kapsamında nasıl değerlendirilmiştir?,"Çevre bilgi sisteminin kurulması gerekliliği önemli görülmüş, ancak öncelikli Teknolojik Faaliyet Konusu olarak belirlenmemiştir."
Türkiye’nin 2023 yılı çevresel hedeflerine ulaşması için hangi unsurların önemli olduğu belirtilmiştir?,Teknolojik yeniliklerin yanı sıra kurumsal ve yönetsel unsurların da önemli olduğu belirtilmiştir.
Çevre eğitimi konusunda hangi düzeylerde eğitim verilmesi gerektiği vurgulanmıştır?,"Okul öncesi eğitim, ilköğretim düzeyindeki eğitim, mesleki eğitim ve meslek sonrası eğitim verilmesi gerektiği vurgulanmıştır."
Çevre eğitiminin toplumun hangi kesimlerine yönelik olması gerektiği belirtilmiştir?,Toplumun her kesimine yönelik olması gerektiği belirtilmiştir.
Çevre eğitiminin siyasetçi düzeyinde gerçekleştirilmesinin önemi nedir?,"Çevre eğitiminin siyasetçi düzeyinde gerçekleştirilmesi, çevrenin uygulama düzeyinde yerini bulması ve politikaların geliştirilmesi açısından önemlidir."
Çevreyi önemseyen teknoloji öngörülerine hangi projede yer verildiği görülmektedir?,Vizyon 2003 Teknoloji Öngörü Projesi kapsamında yer verildiği görülmektedir.
Çevre ve sürdürülebilir kalkınma için hangi teknoloji alanlarına öncelik verilmesi gerektiği ortaya çıkmıştır?,"Biyoteknoloji, yazılım mühendisliği, uzaktan algılama, kimyasal süreç mühendisliği, nanoteknoloji gibi teknoloji alanlarına öncelik verilmesi gerektiği ortaya çıkmıştır."
Çevre eğitimi eksikliğinin Türk toplumunu nasıl etkilediği belirtilmiştir?,Türk toplumunun çevreden kopuk yaşadığı ve çevreye ilgisiz kaldığı belirtilmiştir.
Çevresel denetimin Türkiye'de neden gerçekçi olmadığı belirtilmiştir?,"Çevresel denetimin Türkiye'de gerçekçi olmadığı, kamu kesiminin denetimden muaf tutulduğu bir anlayışın olması ve Büyükşehir Belediyelerinin ya kendi kendilerini denetliyor görünmesi ya da bu denetimden muaf tutulması nedeniyle belirtilmiştir."
Kirleten öder prensibi Türkiye'de nasıl uygulanmaktadır?,"Türkiye'de kirleten öder prensibi, mevcut mevzuat kapsamında geçerli olup, kirleticilerin çevre finansmanlarını karşılamasını öngörmektedir. Ancak yasal çerçevenin yanlış olması nedeniyle bu gelirler yatırımlarda finansman enstrümanı olarak kullanılamamaktadır."
Türkiye'de Ar-Ge çalışmalarındaki en önemli sorun nedir?,"Türkiye'de Ar-Ge çalışmalarındaki en önemli sorun, araştırma ve geliştirme çalışmalarının teşvik edilmesi ve yönlendirilmesindeki eksikliklerdir."
Türkiye'nin çevre konusundaki yasal çerçevesi hangi ülkelerle uyumlu olmalıdır?,"Türkiye'nin çevre konusundaki yasal çerçevesi, Avrupa Birliği ve gelişmiş ülkelerle uyumlu olmalıdır."
Türkiye'deki çevresel denetim politikasının kısa sürede ne yapması gereklidir?,Türkiye'nin kısa sürede çevresel denetim politikasını tanımlaması ve bunu gerçekçi bir uygulama mekanizması ile uygulaması gereklidir.
Çevre ve sürdürülebilir kalkınma alanında hangi tür araştırmalara daha çok destek sağlanmalıdır?,Çevre ve sürdürülebilir kalkınma alanında temel araştırmalara daha çok destek sağlanmalı ve disiplinlerarası araştırma olanakları artırılmalıdır.
Türkiye'de çevre finansmanlarının kaynağı nasıl temin edilmektedir?,"Türkiye'de çevre finansmanlarının kaynağı, kirleten öder prensibi ile kirletici tarafından temin edilmektedir."
Türkiye'nin çevre konusundaki yasal çerçevesinde yaşanan sorunlar nelerdir?,"Türkiye'nin çevre konusundaki yasal çerçevesinde yaşanan sorunlar, birden fazla kurum ve kuruluşa verilmiş, birbiri ile iç içe geçmiş sorumluluk ve yetki kargaşası nedeniyle ortaya çıkmaktadır."
Çevre teknolojisi alanında daha çok araştırmacı nasıl teşvik edilmelidir?,Çevre teknolojisi alanında daha çok araştırmacı teşvik edilmeli ve pilot çalışmalar örnek teşkil etmesi bakımından desteklenmelidir.
Türkiye'de su ve atıksu faturaları ile ilgili sorun nedir?,"Türkiye'de su ve atıksu faturaları ile hakiki maliyetlerin birkaç misli para alınmasına rağmen, elde edilen gelir kirleten öder prensibi çerçevesinde yatırımlarda finansman enstrümanı olarak kullanılamamaktadır."
Vizyon 2023 hedeflerinin gerçekleştirilmesinde ne büyük önem taşımaktadır?,Bu unsurların teknolojik gelişmeler ve girdiler ile birlikte dikkate alınması ve girişimlerin başlatılması.
Hangi unsurların dikkate alınması gerekmektedir?,Teknolojik gelişmeler ve girdiler ile birlikte bu unsurların dikkate alınması gerekmektedir.
Vizyon 2023 hedefleri ile ilgili hangi raporun adı geçmektedir?,Çevre ve Sürdürülebilir Kalkınma Tematik Paneli Raporu.
Girişimlerin ne zaman başlatılması gerektiği belirtilmiştir?,En kısa sürede başlatılması gerektiği belirtilmiştir.
Metinde hangi yıl hedeflerinden bahsedilmektedir?,2023 yılı hedeflerinden bahsedilmektedir.
Metinde hangi tematik panelin raporu geçmektedir?,Çevre ve Sürdürülebilir Kalkınma Tematik Paneli Raporu.
Metinde hangi konuların dikkate alınması gerektiği belirtilmiştir?,Teknolojik gelişmeler ve girdiler.
Vizyon 2023 hedeflerinin gerçekleştirilmesi için ne yapılmalıdır?,Bu unsurların dikkate alınması ve girişimlerin başlatılması gerekmektedir.
Metinde hangi unsurların dikkate alınması gerektiği vurgulanmıştır?,Teknolojik gelişmeler ve girdiler.
Çevre ve Sürdürülebilir Kalkınma Tematik Paneli Raporu hangi sayfada geçmektedir?,62. sayfada geçmektedir.

Tarımda hangi yeni üretim yöntemleri öne çıkmaktadır?,Günümüzde topraksız ve tohumsuz üretim yanında su ve güneş enerjisinin öne çıktığı dikey büyüyen bir tarıma doğru gidilmektedir.
Türkiye tarımına hangi faktörler avantaj sağlamaktadır?,"Farklı iklimlerin sağladığı ürün çeşitliliği, önemli gen kaynakları, kadim tarım kültürü, artan nüfus ve gelirin sağladığı piyasa canlılığı ve ithalata bağlı gıda tüketimi yüksek ülkelere yakınlık Türkiye tarımına önemli avantajlar sağlamaktadır."
Tarım sektörü toplam iş gücünün ne kadarını oluşturmaktadır?,Toplam iş gücünün yüzde 20’sine sahip.
Gıda güvenliği açısından tarımda hangi sorunlar devam etmektedir?,Henüz cazip olmayan yaşam ve iş şartları nedeniyle kırsaldaki gençlerin göçü ve sorunlara bütüncül ve çok yönlü yaklaşılamaması gibi problemler devam etmektedir.
Sürdürülebilir tarımın önemi nedir?,"Sürdürülebilir tarım ve kırsal kalkınma, çiftlikten çatala gıda güvenliği, alternatif tarım yaklaşımları ve biyoenerji için bitkisel üretim konularının önemi giderek artmaktadır."
Türkiye'nin tarımsal üretim değeri dünya sıralamasında hangi sırada yer almaktadır?,Yedinci ile onuncu sırada yer almaktadır.
2023 vizyonu hedefleri doğrultusunda Türkiye'nin tarım politikalarının amacı nedir?,Türkiye tarımının problemlerine çözümler üretmektir.
Dünya nüfusunun önümüzdeki kırk yılda ne kadar artacağı öngörülmektedir?,"2,15 milyar artacağı öngörülmektedir."
Yeni teknolojilerin tarımda verimliliği artırmasına rağmen hangi prensip nedeniyle bu artış yavaşlamaktadır?,Azalan getiri prensibi nedeniyle bu artış yavaşlamaktadır.
Sürdürülebilir bir tarım anlayışına neden ihtiyaç vardır?,Doğa ile teknolojinin dâhil olduğu geniş bir yelpazede çözümleri kullanmak gerektiği için ihtiyaç vardır.
Türkiye'nin 2017 yılı itibarıyla bitkisel üretim değerinin en büyük kısmı hangi ürünlerden oluşmaktadır?,"Bitkisel üretim değerinin yüzde 41'i tahıllar ve diğer bitkisel ürünlerden, yüzde 34'ü meyveler, içecekler ve baharat bitkilerinden, yüzde 25'i ise sebzelerden oluşmaktadır."
Türkiye'de hayvancılıkla et ve süt arzını artırmak için hangi yöntemler önerilmektedir?,"Yetiştiricilerin düşük maliyetli hayvancılıkla kaba yemin ve dane yemin tamamını üretmeleri, ıslah ve seleksiyonla daha verimli sürüler elde etmeleri önerilmektedir."
"Türkiye, bal üretiminde dünya sıralamasında hangi sıradadır?","Türkiye, bal üretiminde dünyanın ikinci büyük üreticisidir."
Bal üreticisi kooperatif ve birliklerin işlevselliği neden önemlidir?,"Kooperatif ve birliklerin işlevselliği, eğitim, pazarlama, damızlık temini, kalite kontrolü gibi sorunların çözümünü kolaylaştırır."
Gıda ve içecek sanayii Türkiye'nin dış ticaretinde nasıl bir performans göstermiştir?,"Türkiye gıda ve içecek sanayii, 2001’den bu yana dış ticarette açık vermemiştir."
Tarım sektöründeki temel sorunlardan biri nedir?,Tarımın istenen miktar ve kalitede ham madde sağlayamaması temel sorunlardan biridir.
Tarım ve Orman Bakanlığı ile ilgili hangi değişiklikler yapılmaktadır?,"Tarım ve Orman Bakanlığı ile ilgili kanun ve yönetmelikler güncellenmekte, teşkilatlar yeniden yapılanmakta ve yöneticiler değişmektedir."
Türkiye'de kırsal nüfusun oranı nedir?,Yüzde 37'dir.
Kırsal kalkınma politikalarının amacı nedir?,Kırsalda yaşam ve iş şartlarını iyileştirerek gençlerin kırsalda kalmasına zemin hazırlamak ve kırsalda istihdam sağlayacak yatırımlar yapmak.
Türkiye'deki ortalama işletme büyüklüğü ne kadardır?,"5,9 hektara kadar düşmüştür."
Toprak Koruma ve Arazi Kullanımı Kanununda değişiklik ne zaman yürürlüğe girmiştir?,2014 yılında yürürlüğe girmiştir.
Yöresel ürünlerin kırsal kalkınmadaki rolü nedir?,"Yöresel ürünlere değer katmak ve tüketim faaliyetini kırsala taşımak, sürdürülebilir gelir elde etmek için önemlidir."
Yöresel ürünlerin coğrafi işaret etiketi almasının faydaları nelerdir?,"Yöresel ürünlerin coğrafi işaret etiketi alması, bu ürünlerin katma değerini artıracak ve sürdürülebilir gelir sağlamaya yardımcı olacaktır."
Kırsal kalkınma programlarının amacı nedir?,"Kırsal kalkınma programlarının amacı, kırsal alanın iş ve yaşam şartlarını iyileştirmek ve toplumsal yarar sağlamaktır."
Son on beş yılda tarımsal kredilerin dönüş oranları ne kadar artmıştır?,Tarımsal kredilerin dönüş oranları yüzde 40'lardan yaklaşık yüzde 100'e yükselmiştir.
Tarımsal desteklerin son on beş yıldaki artışı ne kadardır?,"Tarımsal destekler son on beş yılda 1,8 milyar TL’den 12,8 milyar TL’ye yükselerek 2,5 misli artmıştır."
Hayvancılık destekleri son on beş yılda ne kadar artmıştır?,"Hayvancılık destekleri 83 milyon TL’den yaklaşık 3,8 milyar TL’ye yükselmiştir."
Tarımda destek politikalarında hangi unsurlar öncelikli olmalıdır?,Tarımda istikrarsızlığı azaltan risk yönetimi çalışmaları ile tarım sigortaları uygulamalarının geliştirilmesi ve yaygınlaştırılması destek politikalarında öncelikli olmalıdır.
Türkiye'de üretici birliklerinin tüketici hallerindeki satış oranı nedir?,Türkiye’de üretici birliklerinin tüketici hallerindeki satış oranı sadece binde 6’dır.
Tarım yükseköğretiminde eğitim nasıl bir yapıda olmalıdır?,"Tarım yükseköğretiminde eğitim; öğrenci odaklı, kampüs dışında online ve iş yeri eğitimine ağırlık veren, kritik düşünebilme, problem çözebilme ve girişimci olabilme becerileriyle donatan bir yapıda olmalıdır."
Lisanslı depoculuğun tarımda hangi sorunları gidermesi beklenmektedir?,Lisanslı depoculuğun arz-talep dengesizliğinin giderilmesi ve fiyat istikrarının korunmasında önemli rolü olacaktır.
Tarım yükseköğretiminde hangi öncelikler bulunmaktadır?,"Zorunluluk dışında yeni ziraat fakültelerinin kurulmaması, lisans öğrenci kontenjanlarının her bir program için yirmi beşe çekilmesi ve program, müfredat ve ders içeriklerinin ihtiyaçlara göre güncellenmesi önceliklerdir."
Türkiye'nin tarımsal ihracatı son on beş yılda ne kadar artmıştır?,"Türkiye’nin tarımsal ihracatı son on beş yılda yaklaşık 4,4 misli artmıştır."
İhracat kalemlerinde en çok hangi ürün grubu yer almaktadır?,İhracat kalemlerinde meyve ve sebze yüzde 45 ile ilk sıradadır.
Çiftçi eğitiminde hangi yaklaşım giderek yaygınlaşmaktadır?,Çiftçi eğitiminde giderek yaygınlaşan 'interaktif yenilik' yaklaşımı bulunmaktadır.
Türkiye-AB ilişkilerinde hangi sürecin sağladığı imkânlardan yararlanılmalıdır?,Türkiye-AB ilişkilerinde üyelik sürecinin sağladığı imkânlardan en iyi şekilde yararlanılmalıdır.
Türkiye'nin AB ile üyelik müzakere sürecinde hangi hedefler ön plandadır?,"Türkiye’nin en önemli pazarı olan AB ile üyelik müzakere sürecini doğru yürütmek, süreçte sağlanan fırsatlardan azami ölçüde yararlanmak, mevcut politika araçlarını güncellemek ve yeni politikaları geliştirmek esas olmalıdır."
Son yıllardaki ormancılık politikalarının sonuçları nasıl değerlendirilmiştir?,"Genelde olumlu gelişmelerin olduğu, ancak bu sonuçların hedeflenen seviyelere ulaşmadığı ifade edilmektedir."
Ormanların amaç dışı kullanımı ile ilgili kamu gündeminde ne gibi konular bulunmaktadır?,Toplumun ikna edilmesi gereken en önemli konulardan biri ormanların amaç dışı kullanımıdır.
Tarımsal ormancılık nedir?,"Aynı arazi üzerinde ormancılık, bitkisel üretim ve hayvancılığın birleştirilerek kombineli arazi kullanımını sağlayan bir arazi kullanım şeklidir."
Tarımsal ormancılığın faydaları nelerdir?,"Arazi verimliliğini artırır, sürdürülebilirliği mümkün kılar ve çevresel, ekonomik ve sosyal sorunların çözümüne katkıda bulunur."
Çevre politikaları ne tür müdahaleleri içerir?,"Bireysel olarak faaliyet gösteren fertlerin ve firmaların faaliyetlerini kısıtlayan, bazı şartlara bağlayan veya tamamen yapılmasını engelleyen müdahalelerdir."
Verilen metin hangi dilde yazılmıştır?,Türkçe
Tarımın tanımında hangi iki unsura vurgu yapılmaktadır?,Tarımın tanımında 'tohumu ve toprağı kullanarak' unsurlarına vurgu yapılmaktadır.
Günümüzde tarımsal faaliyetlerin hangi üç temel alanı bulunmaktadır?,"Günümüzde tarımsal faaliyetin üç temel alanı bitkisel üretim, hayvansal üretim ve üretilenleri işleme olarak belirlenmiştir."
Modern tarımda mekanik ve kimyasal teknolojilerin yerini ne almaktadır?,Modern tarımda mekanik ve kimyasal teknolojilerin yerini yavaş yavaş biyolojik teknoloji almaktadır.
Gıda güvenliği kavramı ne anlama gelmektedir?,"Gıda güvenliği kavramı, içerik açısından sağlığa uygun yani kaliteli ve güvenilen gıdaların üretimi anlamı taşımaktadır."
Tarımda topraksız ve tohumsuz bitkisel üretim mümkün müdür?,"Evet, günümüzde topraksız ve hatta tohumsuz bitkisel üretim yapılabilmektedir."
Yeni Zelanda'da hangi ürünler üretilmektedir?,"Yeni Zelanda’da kivi, avokado ve mısır üretilmektedir."
Suudi Arabistan'daki sütçülük işletmesinin günlük süt üretimi nedir?,Suudi Arabistan’daki sütçülük işletmesi günde ortalama 41 litre süt üretmektedir.
Japonya'da çiftçiler hangi yöntemle tohumsuz bitkisel üretim yapmaktadır?,Japonya’da çiftçiler su üzerinde vejetatif üreme yöntemi ile tohumsuz bitkisel üretim yapmaktadır.
Amerika Birleşik Devletleri'nde çiftçiler ürünlerini nasıl satmaktadır?,ABD'de çiftçiler telefonla veya internet üzerinden vadeli işlem piyasalarında henüz üretilmemiş ürünlerini satabilmektedir.
Finlandiya'daki süt üreticisi hangi otomatik sistemi kurmuştur?,"Finlandiya’da bir süt üreticisi, sağım ihtiyacı hisseden ineklerin kendiliğinden makineye girip sağıldığı otomatik sistemi kurmuştur."
Türkiye'nin tarımda sahip olduğu avantajlar nelerdir?,"Türkiye, farklı iklimlerin sağladığı ürün çeşitliliği, önemli gen kaynakları ve kadim tarım kültürü ile yüksek iç talep ve ithalata bağlı gıda tüketimi yüksek ülkelere yakınlık avantajlarına sahiptir."
Türkiye'nin tarım sektöründe karşılaştığı en önemli sorunlar nelerdir?,"Türkiye, gıda güvencesi açısından arzu edilen verimlilik düzeyine ulaşamamış, kırsal alanların cazip hale getirilememesi nedeniyle genç ve kalifiye nüfusun kırsalı terk etmesine neden olmuştur."
Gıda güvenliği kavramı neyi ifade eder?,"Gıda güvenliği, halkın beslenmesini garanti eden yeterli gıda miktarını ifade eder."
Tarladan çatala kavramı neyi tanımlar?,"Tarladan çatala kavramı, tarımsal ürünün üretimden tüketimine kadar geçen süreci tanımlayan bir yaklaşımdır."
Türkiye tarımında hangi teknolojilere daha fazla odaklanılmaktadır?,Tarımdaki problemlerin çözümünde daha çok tarımsal teknik ve teknolojilerin kullanılmasına yoğunlaşılmıştır.
Türkiye tarımında verim açığı nedir?,"Verim açığı (yield gap), ideal şartlarda birim alan ve hayvandan alınabilecek verim ile mevcut verim arasındaki farktır."
Türkiye tarımında gıda güvenliği ile ilgili hangi sorunlar vardır?,Gıda güvenliği ile ilgili uygulamalarda önemli sorunlar çözüm beklemektedir.
Tarımda sürdürülebilirlik açısından hangi tehditler bulunmaktadır?,"Ölçüsüz yapılan kimyasal gübreleme ve hastalıklarla mücadelede uzun vadeli düşünülmeden kullanılan kimyasal ilaçlar, maliyetleri yükseltmekte ve toprağın yapısını bozarak sürdürülebilirliği tehdit etmektedir."
Kırsal kalkınma politikalarının amacı nedir?,"Kırsal kalkınma politikaları, tarımla iştigal edenler için iş ve yaşam şartlarını iyileştirerek tarıma genç nüfusu çekmek ve şehirlerde yoğunlaşan nüfus baskısını azaltmayı amaçlamaktadır."
Türkiye'de kırsal alanların iş ve yaşam şartları neden yeterince iyileştirilemiyor?,Söz konusu politikalar cılız kalmakta ve kırsal alanların iş ve yaşam şartları kentle yarışır düzeye getirilememektedir.
Tarımın teknik meselelerinin çözümünde hangi problemler ön plandadır?,"Sosyopolitik, sosyoekonomik ve doğrudan doğruya ekonomik problemler."
Tarım sektörünün problemlerine nasıl bir yaklaşım sergilenmelidir?,Bütüncül bir yaklaşımla çok yönlü bakmak gerekmektedir.
Türkiye'de tarım sektörü hangi alanlarda önemli bir yere sahiptir?,"Halkın beslenme ihtiyacının yanında iş gücünün yüzde 20’sinin istihdam edildiği, milli gelirin yüzde 6,3’ünün üretildiği ve tarıma dayalı sanayinin ham maddesinin sağlandığı bir sektör olması nedeniyle."
Dünyada tarımın önemini artıran faktörler nelerdir?,Hızla artan dünya nüfusuna karşın sabit olan tarımsal üretim kaynakları.
Kırsal alanlarda nüfusun ne kadarı tarımsal faaliyetin yapıldığı yerlerde yaşamaktadır?,Nüfusun yüzde 37’si.
Türkiye tarımının sosyal ve kültürel hayattaki önemi nedir?,Türkiye’nin sosyal ve kültürel hayatında tarımsal faaliyetlerin önemli bir yere sahip olduğu gösterilmektedir.
Ekonomik gelişmişlik ve tarım sektörü arasındaki ilişki nedir?,"Ekonomik gelişmişlik, tarımı olumlu yönde etkiler ve gelişmiş ekonomiye sahip ülkelerin aynı zamanda gelişmiş tarım sektörüne de sahip olduğu açıktır."
Bu çalışmanın ana amacı nedir?,"Bu çalışmada, Türkiye tarım sektörünün problemlerine çok yönlü ve çok çözümcü bir perspektifle bakmak ve tarım politikalarıyla ilgili doğru bakış açıları ve çözüm önerileri üretmek amaçlanmaktadır."
Tarım sektörünün gelişmesinde hangi faktörler dikkate alınmalıdır?,"Tarım politikalarının etkisi, ekonomik gelişmişlik ve büyümenin tarım sektörüne tesiri dikkate alınmalıdır."
Çalışmanın alt amaçları nelerdir?,"Alt amaçlar arasında Türkiye tarım sektörünü incelemek, 2023 vizyonu hedeflerine ulaşacak tarım politikalarını ortaya koymak ve tarımı etkileyen doğal kaynaklar ile çevre politikalarını irdelemek yer almaktadır."
Çalışmanın ikinci bölümünde hangi konular ele alınmıştır?,"Türkiye tarımının dünyadaki durumu, küresel gelişmeler doğrultusunda pozisyonu ve nerede olması gerektiği karşılaştırmalı muhakemelerle incelenmiştir."
Verilen metin hangi dilde yazılmıştır?,Türkçe
Türkiye'nin tarımsal üretim değeri dünya tarımsal üretim değerinin ne kadarıdır?,"Türkiye’nin tarımsal üretim değeri, dünya tarımsal üretim değerinin yüzde 3’ü ile yüzde 6’sı arasında değişmektedir."
Türkiye'nin tarımsal üretim değeri nedir?,"Türkiye'nin tarımsal üretim değeri 51,7 milyar dolardır."
2017 yılında Türkiye'nin buğday verimi ne kadardır?,280 Kg/Da
Gıda üretiminin kısıtları ne zaman tartışılmaya başlandı?,Milattan sonra üçüncü yüzyılda Tertullian konuyu insanların gündemine taşımıştır.
Sürdürülebilir tarım ne anlama gelmektedir?,"Sürdürülebilir tarım, doğa ile teknolojinin dâhil olduğu geniş bir yelpazede çözümleri kullanmak anlamına gelmektedir."
Dünya nüfusunun 2050'ye kadar ne kadar artması öngörülmektedir?,Dünya nüfusunun 2050’ye kadar yaklaşık 10 milyara çıkması durumunda tarım ürünleri talebinde önemli bir artış olacağı öngörülmektedir.
Ekonomik büyümenin 2050'ye kadar ne kadar olacağı tahmin edilmektedir?,Yapılan çalışmalarda 2013 yılı temel alındığında ekonomik büyümenin 2050’ye kadar yüzde 50 oranında olacağı tahmin edilmektedir.
Tarımsal üretimin önemli bir kısmını oluşturan neyi düşürmek gerekmektedir?,"Tarımsal üretimin önemli bir kısmını oluşturan gıda kayıp ve atıklarını düşürmek, üretim artışlarına olan ihtiyacı azaltacaktır."
Ekonomik teoride ifade edilen azalan getiri prensibi nedir?,"Azalan getiri prensibine göre birim alanda kullanılan ilave girdiler üretimi önce artan, sonra azalan oranlarda artırır ve daha sonra azaltır."
İklim değişikliği gıda güvencesini nasıl etkiliyor?,"İklim değişikliği, gıda güvencesi için uygun ve yeterli olmayan bölgeleri daha çok etkileyerek bitkisel ve hayvansal üretimleri, balık stoklarını ve balıkçılığı tehlikeye sokmaktadır."
Dünya tarımında karşılaşılan zorluklar nelerdir?,"Devasa ormansızlaşma, su kıtlığı, toprakların elden çıkması ve yüksek sera gazı emisyonları gibi zorluklar bulunmaktadır."
Türkiye tarımına yeniden bakmanın önemi nedir?,"Türkiye tarımına yeniden bakmak, tarımsal birikimi uluslararası düzeyde değerlendirmek ve sürdürülebilir kalkınma hedeflerine ulaşmak için gereklidir."
Türkiye tarımının avantajları nelerdir?,"Türkiye tarımı, farklı iklimlere sahip bölgeleri, hızla artan nüfus ve kişi başına gelirin neden olduğu talep artışı, ithalata bağlı gıda tüketiminin yüksek olduğu ülkelere olan yakınlık, üretimdeki verim açığı ve ekonomik olmayan küçük işletmeler gibi yapısal sorunların giderilmesi ve önemli gen kaynakları ile kadim tarım kültürünü bünyesinde bulundurma avantajlarına sahiptir."
Türkiye'deki tarım sektörünün canlı kalmasının nedenleri nelerdir?,"Nüfusta, yabancı turist sayısında ve kişi başına gelirde yaşanan artış, tarım ürünlerine olan yurt içi talebin artmasına ve dolayısıyla tarım sektörünün canlı kalmasına neden olmaktadır."
Türkiye'nin bitkisel üretim değeri 2017 yılı rakamlarına göre ne kadardır?,135 milyar TL'dir.
Bitkisel üretim değerinin yüzde 41'i hangi ürünlerden oluşmaktadır?,Tahıllar ve diğer bitkisel ürünlerden oluşmaktadır.
Son on beş yılda sebze üretiminin payı nasıl bir değişim göstermiştir?,Sebze üretiminin payı sabit kalmıştır.
2002-2017 yılları arasında bitkisel üretimde ortalama ne kadar bir artış kaydedilmiştir?,"%23,3 oranında artış kaydedilmiştir."
Son on beş yılda hangi bitkisel ürünlerde ekim alanında artış yaşanmıştır?,Mısır ve ayçiçeğinde artış kaydedilmiştir.
Son on beş yılda tarım alanında ne kadar azalma olmuştur?,"Son on beş yılda tarım alanı 3,2 milyon hektar azalmıştır."
Türkiye'nin önemli ihraç ürünleri nelerdir?,"Fındık, turunçgiller, kuru üzüm, kayısı, incir, kiraz ve domates."
Örtü altı yetiştiricilik alanı son on beş yılda ne kadar artmıştır?,Yüzde 40 artarak 752 bin dekara ulaşmıştır.
Süs bitkileri üretimi son on beş yılda ne kadar artmıştır?,"2,5 kat artarak 50 bin dekar alana ve 1 milyar 619 milyon adet üretime ulaşmıştır."
Türkiye'de tıbbi ve aromatik bitkilerin kullanımında ne tür bir artış yaşanmaktadır?,Büyük artış yaşanmaktadır.
Süs bitkileri sektöründe dış ticaret açığı neden devam etmektedir?,Özellikle yerel yönetimlerin ve tüketicinin daha uzun boylu bitkilere olan talebi dış mekân süs bitkileri ithalatını artırmaktadır.
Türkiye'nin hayvansal ürünler üretim değeri 2017 yılında ne kadardır?,70 milyar TL'dir.
Büyükbaş hayvanlarda et ve süt verimi nasıl bir değişim göstermiştir?,Büyükbaş hayvanlarda et verimi son on beş yılda hayvan başına ortalama karkas ağırlığı 185 kilogramdan 274 kilograma yükselerek yüzde 48 oranında artmıştır. İnek başına süt verimi ise 1.705 kilogramdan 3.143 kilograma yükselerek yüzde 84'lük bir artış göstermiştir.
Türkiye'de hayvansal üretim değerinin yükselmesinin nedenleri nelerdir?,"Hayvan sayılarındaki artışlar ve hayvan başına verimdeki yükseklikler, toplam tarımsal üretim değeri içinde hayvansal üretim değerinin yükselmesine neden olmaktadır."
2017 yılında Türkiye'de ortalama sığır eti karkas fiyatı ne kadardı?,Yaklaşık 25 TL.
2015 yılında çiftçinin eline geçen fiyatlar Türkiye'de ne kadardı?,"7,80 dolar."
Kırmızı et fiyatlarının 2010 yılı ile kıyaslandığında son sekiz yılda nasıl bir değişim göstermiştir?,Dolar olarak kırmızı et fiyatları sürekli düşmüştür.
Türkiye'de kırmızı et talebini belirleyen faktörler nelerdir?,"Kişi başına gelir, nüfus ve turist sayısı."
Türkiye'de kırmızı et fiyatlarını makul seviyelere çekmek için ne yapılması gerekmektedir?,Uzun vadede arzı ve kırmızı et üretimini daha hızlı artıran politikalara ağırlık verilmesi gerekmektedir.
Kırmızı et arzını artırmak için hangi faktörlerin etkisini tersine çevirmek gerekmektedir?,Düşük maliyetli hayvancılığı yaygınlaştırmak gerekmektedir.
Kârlı hayvancılık için yemlerin nasıl temin edilmesi gerekmektedir?,Kaba yemin tamamı ve mümkünse dane yemin de bir kısmının veya tamamının bizzat çiftçi tarafından üretilmesi gerekmektedir.
Hayvan sayısının artırılması için hangi stratejiler uygulanmalıdır?,Büyükbaş hayvancılığın önemli gelir kaynağı olan sütün değer fiyattan satılması ve soğuk zincirin yaygınlaşması için özel çaba gösterilmelidir.
Hastalıklardan kaynaklanan kayıpların azaltılması için ne yapılmalıdır?,"Bu kayıpların makul seviyelere çekilmesi konusundaki çabaların artması, etkinleşmesi ve sahada daha çok yaygınlaşması gerekmektedir."
Kurban olarak kesilen dişi hayvanların zayiatı neden artmaktadır?,Çoğunlukla gebe oldukları için zayiat ikiye katlanmaktadır.
Türkiye'de sürdürülebilir hayvancılık için ne tür öneriler bulunmaktadır?,"Yaygın ve düşük maliyetli üretimin yapılması, ilgili mercilerin mevcut politikalarının sahada amacına ulaşacak bir disiplin içinde yürütülmesi önerilmektedir."
Yüksek rakımlı meralarda otlayan hayvanların ürün kalitesi nasıldır?,Yüksek rakımlı meralarda otlayan hayvanların verdiği süt ve etten elde edilen ürünlerin daha kaliteli olduğu bilinmektedir.
Yüksek rakımlı meraların çevre kirliliği üzerindeki etkisi nedir?,"Arazinin rakımı yükseldikçe nüfus yoğunluğu azalmakta, bu da çevre kirliliği ve kimyasal kullanımının azalmasına yol açmaktadır."
